,location,total_sqft,bath,price,bhk
1443,Bhoganhalli,1451.5,4.0,121.0,4
1444,Bhoganhalli,1447.0,2.0,75.97,2
1445,Bhoganhalli,1053.4,3.0,88.91,3
1446,Bhoganhalli,910.2,2.0,80.64,2
1451,Bhoganhalli,1548.3,4.0,129.0,4
1452,Bhoganhalli,1760.0,3.0,127.0,3
1453,Bhoganhalli,1554.3,4.0,131.0,4
1455,Bhoganhalli,1447.0,2.0,75.97,2
1456,Bhoganhalli,1949.0,3.0,129.0,3
1457,Bhoganhalli,1760.0,3.0,128.0,3
1458,Bhoganhalli,1447.0,2.0,75.97,2
1459,Bhoganhalli,1181.7,2.0,100.0,2
1460,Bhoganhalli,2439.0,4.0,185.0,4
1464,Bhoganhalli,1125.0,2.0,54.0,2
1465,Bhoganhalli,1444.0,2.0,75.97,2
1466,Bhoganhalli,1205.0,2.0,64.47,2
1467,Bhoganhalli,1234.6,3.0,104.0,3
1468,Bhoganhalli,2439.0,4.0,190.0,4
1469,Bhoganhalli,1447.0,2.0,75.97,2
1471,Bhoganhalli,2439.0,5.0,170.0,4
1473,Bhoganhalli,1205.0,2.0,68.32,2
1474,Bhoganhalli,1260.0,2.0,69.9,2
1475,Bhoganhalli,896.9,2.0,78.74,2
1476,Bhoganhalli,2439.0,4.0,170.0,4
1477,Bhoganhalli,1707.0,3.0,115.0,3
1479,Bhoganhalli,970.0,2.0,52.5,2
1481,Bhoganhalli,1277.0,2.0,79.89,2
1483,Bhoganhalli,1703.0,3.0,120.0,3
1485,Billekahalli,1125.0,2.0,62.0,2
1487,Billekahalli,1090.0,2.0,52.0,2
1488,Billekahalli,1112.0,2.0,62.0,2
1489,Billekahalli,1140.0,2.0,50.0,2
1490,Billekahalli,2400.0,3.0,150.0,3
1491,Billekahalli,2968.0,3.0,225.0,3
1492,Billekahalli,1350.0,3.0,55.0,2
1493,Billekahalli,950.0,2.0,58.11,2
1494,Billekahalli,1360.0,2.0,110.0,2
1495,Billekahalli,1035.0,2.0,90.0,2
1496,Billekahalli,1125.0,2.0,65.0,2
1497,Billekahalli,1672.0,3.0,190.0,4
1498,Billekahalli,950.0,2.0,56.0,2
1500,Billekahalli,1805.0,3.0,134.0,3
1501,Binny Pete,1755.0,3.0,122.0,3
1502,Binny Pete,665.0,1.0,50.75,1
1503,Binny Pete,2465.0,5.0,234.0,3
1504,Binny Pete,1282.0,3.0,178.0,3
1506,Binny Pete,1245.0,2.0,86.28,2
1507,Binny Pete,660.0,1.0,54.0,1
1508,Binny Pete,1350.0,2.0,91.0,2
1509,Binny Pete,665.0,1.0,46.08,1
1510,Binny Pete,660.0,1.0,62.0,1
1511,Binny Pete,1365.0,2.0,122.0,2
1513,Binny Pete,1282.0,3.0,178.0,3
1514,Binny Pete,1795.0,3.0,139.0,3
1515,Binny Pete,1740.0,3.0,150.0,3
1516,Binny Pete,1970.0,3.0,164.0,3
1517,Binny Pete,1282.0,3.0,178.0,3
1518,Binny Pete,1282.0,3.0,178.0,3
1520,Binny Pete,2406.0,5.0,289.0,3
1521,Binny Pete,1516.0,3.0,147.0,3
1522,Bisuvanahalli,1180.0,3.0,48.0,3
1524,Bisuvanahalli,1075.0,2.0,46.0,3
1527,Bisuvanahalli,1075.0,2.0,45.0,3
1529,Bisuvanahalli,845.0,2.0,33.0,2
1530,Bisuvanahalli,1075.0,2.0,45.0,3
1531,Bisuvanahalli,845.0,2.0,37.0,2
1532,Bisuvanahalli,1075.0,2.0,90.0,3
1535,Bisuvanahalli,845.0,2.0,29.0,2
1536,Bisuvanahalli,1075.0,2.0,47.0,3
1537,Bisuvanahalli,850.0,1.0,32.0,2
1538,Bisuvanahalli,1075.0,2.0,50.0,3
1539,Bisuvanahalli,1075.0,2.0,52.0,3
1540,Bisuvanahalli,1180.0,2.0,46.0,3
1541,Bisuvanahalli,1075.0,2.0,42.0,3
1542,Bisuvanahalli,845.0,2.0,37.0,2
1543,Bisuvanahalli,1180.0,2.0,60.0,3
1544,Bisuvanahalli,1075.0,2.0,43.0,3
1545,Bisuvanahalli,700.0,1.0,32.0,2
1546,Bisuvanahalli,1075.0,2.0,52.0,3
1547,Bisuvanahalli,1075.0,2.0,50.0,3
1549,Bisuvanahalli,845.0,2.0,33.0,2
1550,Bisuvanahalli,945.0,2.0,33.0,2
1551,Bisuvanahalli,845.0,2.0,30.0,2
1555,Bisuvanahalli,1075.0,2.0,43.0,3
1556,Bisuvanahalli,1080.0,2.0,45.0,3
1557,Bisuvanahalli,1180.0,2.0,55.5,3
1558,Bisuvanahalli,1075.0,2.0,47.0,3
1559,Bisuvanahalli,1075.0,2.0,48.0,3
1561,Bisuvanahalli,1075.0,2.0,45.0,3
1562,Bisuvanahalli,1075.0,2.0,44.0,3
1564,Bisuvanahalli,850.0,2.0,27.0,2
1565,Bisuvanahalli,1080.0,2.0,65.0,3
1566,Bisuvanahalli,1075.0,2.0,42.0,3
1567,Bisuvanahalli,845.0,2.0,32.0,2
1571,Bisuvanahalli,845.0,2.0,34.0,2
1572,Bommanahalli,3000.0,8.0,140.0,8
1573,Bommanahalli,1200.0,2.0,40.0,2
1574,Bommanahalli,1730.0,3.0,96.0,3
1575,Bommanahalli,520.0,1.0,19.5,1
1576,Bommanahalli,1000.0,2.0,29.9,2
1577,Bommanahalli,515.0,1.0,25.0,1
1578,Bommanahalli,1090.0,3.0,44.0,2
1582,Bommanahalli,1110.0,2.0,33.0,2
1583,Bommanahalli,1625.0,2.0,87.72,3
1584,Bommanahalli,1850.0,3.0,90.0,3
1585,Bommanahalli,957.0,2.0,53.0,2
1586,Bommanahalli,910.0,2.0,45.0,2
1587,Bommanahalli,1050.0,2.0,46.0,2
1588,Bommanahalli,1290.0,2.0,73.0,2
1589,Bommanahalli,1100.0,1.0,55.0,2
1591,Bommanahalli,1350.0,2.0,72.0,2
1593,Bommanahalli,1170.0,2.0,34.0,2
1594,Bommanahalli,1020.0,2.0,55.0,2
1596,Bommanahalli,1660.0,2.0,100.0,3
1598,Bommanahalli,1307.0,2.0,50.0,2
1599,Bommanahalli,1416.0,2.0,85.0,3
1600,Bommanahalli,1091.0,2.0,40.0,2
1601,Bommanahalli,1355.0,2.0,73.17,2
1602,Bommanahalli,1160.0,2.0,53.0,2
1603,Bommanahalli,2875.0,7.0,85.0,7
1604,Bommanahalli,1050.0,2.0,54.0,2
1605,Bommasandra,1260.0,3.0,49.36,3
1606,Bommasandra,1060.0,2.0,26.5,2
1607,Bommasandra,1126.0,2.0,28.15,2
1608,Bommasandra,1200.0,3.0,46.0,3
1609,Bommasandra,1035.0,2.0,41.0,2
1610,Bommasandra,1035.0,2.0,41.73,2
1611,Bommasandra,1034.0,2.0,40.0,2
1612,Bommasandra,877.0,2.0,30.0,2
1613,Bommasandra,1447.0,3.0,80.0,3
1614,Bommasandra,920.0,2.0,37.46,2
1615,Bommasandra,1035.0,2.0,41.43,2
1616,Bommasandra,902.0,2.0,49.0,2
1617,Bommasandra,1295.0,2.0,50.28,3
1619,Bommasandra,1015.0,2.0,40.0,2
1620,Bommasandra,1000.0,2.0,35.0,2
1621,Bommasandra,955.0,2.0,35.28,2
1622,Bommasandra,1005.0,2.0,39.77,2
1623,Bommasandra,1014.0,2.0,35.0,2
1624,Bommasandra,1020.0,2.0,40.89,2
1625,Bommasandra,920.0,2.0,37.2,2
1626,Bommasandra,800.0,1.0,32.0,2
1627,Bommasandra,1280.0,3.0,50.0,3
1628,Bommasandra,1942.0,3.0,90.0,3
1629,Bommasandra,1127.0,2.0,45.0,2
1631,Bommasandra,877.0,2.0,29.0,2
1632,Bommasandra,1365.0,3.0,52.81,3
1633,Bommasandra,842.0,2.0,30.0,2
1634,Bommasandra,1260.0,3.0,49.36,3
1635,Bommasandra,1365.0,3.0,52.82,3
1636,Bommasandra,955.0,2.0,37.97,2
1637,Bommasandra,1089.0,2.0,40.0,2
1638,Bommasandra,950.0,2.0,25.0,2
1639,Bommasandra,1365.0,3.0,53.96,3
1640,Bommasandra,1200.0,3.0,110.0,3
1641,Bommasandra Industrial Area,1280.0,3.0,50.4,3
1642,Bommasandra Industrial Area,1090.0,2.0,31.48,2
1643,Bommasandra Industrial Area,1030.0,2.0,41.0,2
1645,Bommasandra Industrial Area,1020.0,2.0,39.0,2
1649,Bommasandra Industrial Area,1020.0,2.0,29.45,2
1650,Bommasandra Industrial Area,1165.0,2.0,33.64,2
1651,Bommasandra Industrial Area,1250.0,3.0,50.0,3
1652,Bommasandra Industrial Area,1090.0,2.0,31.48,2
1654,Bommasandra Industrial Area,1200.0,3.0,45.0,2
1655,Bommasandra Industrial Area,1005.0,2.0,39.77,2
1656,Bommasandra Industrial Area,1000.0,2.0,28.88,2
1657,Bommasandra Industrial Area,1020.0,2.0,29.45,2
1658,Bommasandra Industrial Area,1160.0,2.0,33.51,2
1659,Bommasandra Industrial Area,1125.0,2.0,32.49,2
1662,Bommasandra Industrial Area,1365.0,3.0,52.81,3
1663,Bommasandra Industrial Area,1125.0,2.0,32.49,2
1664,Bommasandra Industrial Area,1130.0,2.0,32.64,2
1665,Bommasandra Industrial Area,1065.0,2.0,30.75,2
1666,Bommasandra Industrial Area,7000.0,2.0,135.0,2
1667,Bommenahalli,1200.0,3.0,125.0,3
1668,Bommenahalli,1632.0,3.0,145.0,4
1669,Bommenahalli,1670.0,3.0,135.0,4
1670,Bommenahalli,1680.0,3.0,135.0,4
1671,Bommenahalli,1632.0,3.0,128.0,4
1672,Bommenahalli,2940.0,3.0,2250.0,4
1673,Bommenahalli,1355.0,3.0,135.0,4
1674,Bommenahalli,1232.0,3.0,96.0,3
1675,Bommenahalli,1632.0,3.0,140.0,4
1676,Brookefield,1150.0,2.0,69.0,2
1677,Brookefield,2440.0,5.0,425.0,4
1678,Brookefield,1200.0,3.0,140.0,3
1679,Brookefield,1142.0,2.0,70.0,2
1683,Brookefield,2800.0,4.0,240.0,4
1684,Brookefield,1476.0,3.0,105.0,3
1685,Brookefield,1700.0,4.0,152.0,4
1686,Brookefield,1262.0,2.0,75.0,2
1687,Brookefield,1139.0,2.0,80.0,2
1688,Brookefield,1125.0,2.0,70.0,2
1689,Brookefield,1420.0,3.0,85.0,3
1690,Brookefield,2400.0,5.0,325.0,5
1692,Brookefield,941.0,2.0,48.0,2
1695,Brookefield,1100.0,2.0,55.0,2
1697,Brookefield,1225.0,2.0,66.5,2
1698,Brookefield,2700.0,8.0,290.0,8
1699,Brookefield,1950.0,6.0,175.0,5
1700,Brookefield,1080.0,2.0,50.0,2
1701,Brookefield,1230.0,2.0,55.0,2
1702,Brookefield,1200.0,2.0,75.0,2
1703,Brookefield,1089.0,2.0,49.0,2
1704,Brookefield,1130.0,2.0,56.0,2
1705,Brookefield,1270.0,2.0,95.0,2
1706,Brookefield,1706.0,3.0,115.0,3
1707,Brookefield,2000.0,3.0,300.0,3
1708,Brookefield,1389.0,2.0,94.0,2
1710,Brookefield,1500.0,5.0,160.0,4
1711,Brookefield,1225.0,2.0,72.0,2
1713,Brookefield,1746.0,3.0,115.0,3
1715,Brookefield,1560.0,3.0,149.0,4
1717,Brookefield,1382.0,2.0,84.5,2
1718,Brookefield,1260.0,2.0,70.0,2
1719,Brookefield,1206.0,2.0,90.0,2
1721,Brookefield,1594.0,3.0,140.0,3
1722,Brookefield,1588.0,2.0,58.0,2
1724,Budigere,1162.0,2.0,59.9,2
1725,Budigere,1991.0,4.0,103.0,3
1728,Budigere,764.0,1.0,32.0,1
1729,Budigere,1139.0,2.0,62.0,2
1734,Budigere,664.0,1.0,35.0,1
1735,Budigere,1820.0,3.0,93.0,3
1736,Budigere,1636.0,3.0,85.0,3
1738,Budigere,722.0,1.0,46.0,1
1740,Budigere,1200.0,3.0,135.0,4
1741,Budigere,1139.0,2.0,60.0,2
1743,Budigere,1820.0,3.0,93.0,3
1746,Budigere,1636.0,3.0,85.0,3
1747,Budigere,1636.0,3.0,92.0,3
1750,Budigere,1149.0,2.0,65.0,2
1751,Budigere,693.0,1.0,27.375,1
1752,Budigere,664.0,1.0,35.4,1
1755,Budigere,1139.0,2.0,72.0,2
1758,Budigere,664.0,1.0,34.0,1
1761,Budigere,1153.0,2.0,60.0,2
1762,Budigere,1820.0,3.0,99.0,3
1766,Budigere,1820.0,3.0,95.0,3
1768,Budigere,1820.0,3.0,95.5,3
1770,Budigere,705.0,1.0,34.545,1
1772,Budigere,1153.0,2.0,58.0,2
1773,Budigere,1636.0,3.0,88.0,3
1776,Budigere,1153.0,2.0,60.0,2
1778,CV Raman Nagar,1120.0,2.0,55.0,2
1779,CV Raman Nagar,1070.0,2.0,55.0,2
1780,CV Raman Nagar,740.0,2.0,37.0,2
1781,CV Raman Nagar,1230.0,3.0,47.0,2
1782,CV Raman Nagar,1726.0,3.0,145.0,3
1783,CV Raman Nagar,1028.0,2.0,49.0,2
1784,CV Raman Nagar,1392.0,2.0,98.0,2
1785,CV Raman Nagar,1070.0,2.0,47.5,2
1786,CV Raman Nagar,1825.0,3.0,126.0,3
1787,CV Raman Nagar,1025.0,2.0,50.0,2
1789,CV Raman Nagar,1198.0,2.0,60.0,2
1790,CV Raman Nagar,1560.0,2.0,85.0,2
1791,CV Raman Nagar,1590.0,2.0,85.0,3
1792,CV Raman Nagar,1100.0,2.0,58.0,2
1793,CV Raman Nagar,1051.0,2.0,61.0,2
1794,CV Raman Nagar,705.0,1.0,57.0,1
1795,CV Raman Nagar,1225.0,2.0,47.88,2
1796,CV Raman Nagar,1000.0,2.0,38.5,2
1798,CV Raman Nagar,1020.0,2.0,55.0,2
1799,CV Raman Nagar,1285.0,2.0,65.0,2
1800,CV Raman Nagar,1030.0,2.0,35.0,2
1801,CV Raman Nagar,1835.0,3.0,160.0,3
1802,CV Raman Nagar,1836.0,3.0,148.0,3
1803,CV Raman Nagar,1040.0,2.0,50.0,2
1804,CV Raman Nagar,1392.0,2.0,95.0,2
1805,CV Raman Nagar,705.0,2.0,50.0,1
1806,CV Raman Nagar,1125.0,2.0,46.0,2
1807,CV Raman Nagar,1400.0,2.0,78.0,3
1808,CV Raman Nagar,1980.0,4.0,180.0,3
1809,CV Raman Nagar,1980.0,4.0,166.0,3
1810,CV Raman Nagar,1400.0,2.0,78.0,3
1811,CV Raman Nagar,907.0,2.0,38.0,2
1812,CV Raman Nagar,1392.0,2.0,110.0,2
1814,CV Raman Nagar,1227.0,2.0,42.88,2
1815,CV Raman Nagar,1225.0,2.0,48.0,2
1816,CV Raman Nagar,1659.0,3.0,135.0,3
1817,CV Raman Nagar,1310.0,2.0,62.0,2
1818,Chamrajpet,1475.0,2.0,120.0,3
1819,Chamrajpet,4050.0,7.0,1200.0,9
1820,Chamrajpet,1900.0,2.0,170.0,4
1821,Chamrajpet,1350.0,2.0,180.0,2
1822,Chamrajpet,1050.0,2.0,162.0,2
1823,Chamrajpet,1660.4,4.0,211.0,4
1824,Chamrajpet,505.0,1.0,85.0,1
1825,Chamrajpet,1565.0,3.0,98.91,3
1826,Chamrajpet,730.0,1.0,52.0,2
1827,Chamrajpet,650.0,1.0,40.0,2
1828,Chamrajpet,650.0,2.0,45.0,2
1829,Chamrajpet,1650.0,3.0,115.0,3
1830,Chandapura,650.0,1.0,17.0,2
1831,Chandapura,645.0,1.0,16.45,1
1832,Chandapura,645.0,1.0,16.45,1
1835,Chandapura,530.0,1.0,11.66,1
1836,Chandapura,1208.0,3.0,45.0,3
1838,Chandapura,1200.0,2.0,32.0,2
1839,Chandapura,1025.0,2.0,27.68,2
1840,Chandapura,582.5,1.0,15.135,1
1843,Chandapura,1400.0,2.0,60.0,2
1847,Chandapura,1500.0,2.0,60.0,2
1848,Chandapura,850.0,2.0,25.4,2
1849,Chandapura,590.0,1.0,13.57,1
1850,Chandapura,645.0,1.0,16.45,1
1851,Chandapura,630.0,1.0,13.86,1
1853,Chandapura,630.0,1.0,27.0,2
1854,Chandapura,877.0,2.0,42.0,2
1856,Chandapura,1107.0,2.0,43.0,3
1857,Chandapura,1200.0,2.0,60.0,2
1858,Chandapura,520.0,1.0,14.04,1
1859,Chandapura,1200.0,1.0,36.0,2
1861,Chandapura,620.0,1.0,27.0,1
1862,Chandapura,645.0,1.0,16.45,1
1863,Chandapura,1200.0,5.0,92.0,4
1865,Chandapura,645.0,1.0,16.45,1
1867,Chandapura,700.0,1.0,19.0,2
1870,Chandapura,1891.0,2.0,66.165,4
1871,Chandapura,4800.0,4.0,250.0,4
1872,Chandapura,1208.51,3.0,42.0,3
1873,Chandapura,876.0,2.0,29.5,2
1874,Chandapura,645.0,1.0,16.45,1
1877,Chandapura,645.0,1.0,16.45,1
1878,Chandapura,937.0,2.0,30.0,2
1879,Chandapura,1025.0,2.0,27.68,2
1881,Chandapura,800.0,2.0,25.0,2
1882,Chandapura,1200.0,2.0,65.0,2
1883,Chandapura,645.0,1.0,16.45,1
1884,Chandapura,778.0,2.0,25.29,2
1886,Chandapura,950.0,2.0,25.65,2
1887,Chandapura,1200.0,2.0,36.0,2
1888,Chandapura,645.0,1.0,16.45,1
1889,Chandapura,922.0,2.0,36.0,2
1891,Chandapura,674.0,1.0,19.9,2
1893,Chandapura,1080.0,2.0,45.0,2
1896,Chandapura,450.0,1.0,9.0,1
1900,Chandapura,1025.0,2.0,27.68,2
1905,Chandapura,971.0,2.0,38.0,3
1907,Chandapura,3300.0,4.0,135.0,4
1908,Chandapura,800.0,1.0,30.0,2
1910,Chandapura,900.0,2.0,35.0,2
1912,Chandapura,1200.0,2.0,52.0,3
1913,Chandapura,520.0,1.0,14.04,1
1916,Chandapura,1323.0,2.0,42.0,3
1917,Chandapura,410.0,1.0,10.0,1
1919,Chandapura,645.0,1.0,16.45,1
1920,Chandapura,645.0,1.0,16.45,1
1921,Chandapura,1200.0,2.0,36.0,2
1922,Chandapura,740.0,1.0,22.0,2
1923,Chandapura,876.0,2.0,28.47,2
1924,Chandapura,1200.0,3.0,65.0,3
1926,Chandapura,520.0,1.0,14.04,1
1928,Channasandra,1009.0,2.0,38.34,2
1929,Channasandra,1065.0,2.0,35.0,2
1930,Channasandra,1470.0,2.0,90.0,3
1931,Channasandra,1115.0,2.0,33.45,2
1932,Channasandra,1030.0,2.0,34.5,2
1933,Channasandra,4200.0,6.0,180.0,6
1934,Channasandra,1115.0,2.0,40.0,2
1935,Channasandra,1200.0,3.0,67.77,3
1936,Channasandra,1104.0,2.0,35.5,2
1937,Channasandra,1160.0,2.0,55.0,2
1938,Channasandra,1050.0,2.0,41.0,2
1939,Channasandra,1065.0,2.0,40.47,2
1941,Channasandra,1070.0,2.0,38.0,2
1942,Channasandra,1800.0,4.0,300.0,4
1943,Channasandra,1050.0,2.0,35.0,2
1944,Channasandra,1093.0,2.0,34.0,2
1945,Channasandra,808.0,2.0,40.0,2
1946,Channasandra,1010.0,2.0,36.0,2
1947,Channasandra,1123.0,2.0,36.0,2
1948,Channasandra,1000.0,2.0,35.0,2
1949,Channasandra,1500.0,4.0,89.45,4
1950,Channasandra,1330.0,2.0,51.83,3
1951,Channasandra,1093.0,2.0,37.0,2
1952,Channasandra,1115.0,2.0,35.8,2
1953,Channasandra,4278.0,7.0,299.0,7
1954,Channasandra,1500.0,3.0,61.95,3
1956,Channasandra,830.0,2.0,36.28,2
1957,Channasandra,1200.0,3.0,67.77,3
1958,Channasandra,1195.0,2.0,56.0,3
1959,Channasandra,1175.0,2.0,38.0,2
1960,Channasandra,1200.0,2.0,46.13,2
1961,Channasandra,1065.0,2.0,36.0,2
1962,Channasandra,1050.0,2.0,44.41,2
1963,Channasandra,1010.0,2.0,32.0,2
1965,Chikka Tirupathi,2325.0,4.0,120.0,4
1967,Chikka Tirupathi,1808.0,4.0,80.27,3
1968,Chikka Tirupathi,3297.0,3.0,135.0,3
1970,Chikka Tirupathi,1616.0,3.0,95.0,3
1972,Chikka Tirupathi,2646.0,3.0,99.0,3
1975,Chikka Tirupathi,1555.0,3.0,100.0,3
1976,Chikka Tirupathi,2325.0,3.0,95.0,3
1977,Chikka Tirupathi,2325.0,4.0,120.0,4
1979,Chikka Tirupathi,2153.0,4.0,120.0,3
1981,Chikkabanavar,950.0,2.0,40.0,2
1982,Chikkabanavar,1600.0,2.0,80.0,3
1983,Chikkabanavar,600.0,1.0,25.0,2
1984,Chikkabanavar,2460.0,7.0,80.0,4
1985,Chikkabanavar,1500.0,4.0,105.0,4
1986,Chikkabanavar,1200.0,4.0,130.0,4
1987,Chikkabanavar,2400.0,4.0,97.0,5
1988,Chikkabanavar,2000.0,4.0,65.0,5
1989,Chikkabanavar,1067.0,2.0,38.0,2
1990,Chikkabanavar,1320.0,2.0,46.0,3
1991,Chikkabanavar,4000.0,7.0,110.0,8
1993,Chikkalasandra,1100.0,2.0,50.0,2
1994,Chikkalasandra,1208.0,2.0,49.0,2
1995,Chikkalasandra,875.0,2.0,52.8,2
1997,Chikkalasandra,1800.0,1.0,128.0,2
1998,Chikkalasandra,1070.0,2.0,50.0,2
1999,Chikkalasandra,1230.0,2.0,48.0,2
2000,Chikkalasandra,1428.0,2.0,80.0,3
2001,Chikkalasandra,1070.0,2.0,42.8,2
2005,Chikkalasandra,1075.0,2.0,46.76,2
2008,Chikkalasandra,1070.0,2.0,45.48,2
2009,Chikkalasandra,1100.0,2.0,50.0,2
2012,Chikkalasandra,1224.0,2.0,45.0,2
2013,Chikkalasandra,1500.0,5.0,265.0,5
2014,Chikkalasandra,1090.0,2.0,47.42,2
2017,Chikkalasandra,1325.0,2.0,59.0,2
2018,Chikkalasandra,1290.0,2.0,72.0,2
2021,Choodasandra,1115.0,2.0,50.0,2
2022,Choodasandra,1300.0,2.0,57.0,2
2023,Choodasandra,1530.0,3.0,77.0,3
2026,Choodasandra,1197.0,2.0,63.0,2
2027,Choodasandra,900.0,4.0,155.0,3
2028,Choodasandra,1465.0,3.0,75.0,3
2029,Choodasandra,1115.0,2.0,50.0,2
2030,Choodasandra,1215.0,2.0,59.0,2
2031,Choodasandra,1254.0,2.0,65.0,3
2032,Choodasandra,1580.0,3.0,105.0,3
2033,Choodasandra,3204.0,4.0,395.0,3
2034,Choodasandra,3200.0,4.0,375.0,4
2035,Choodasandra,725.0,2.0,36.0,2
2036,Choodasandra,2429.0,3.0,210.0,4
2038,Choodasandra,1075.0,2.0,45.0,2
2039,Choodasandra,1180.0,2.0,71.22,2
2040,Choodasandra,1140.0,2.0,62.0,2
2042,Choodasandra,1560.0,3.0,78.0,3
2043,Choodasandra,1065.0,2.0,46.0,2
2044,Choodasandra,1115.0,2.0,50.0,2
2046,Choodasandra,1115.0,2.0,50.0,2
2047,Cooke Town,565.0,1.0,35.0,1
2048,Cooke Town,2572.0,3.0,390.0,3
2049,Cooke Town,2043.0,6.0,375.0,5
2050,Cooke Town,3950.0,4.0,450.0,4
2051,Cooke Town,2388.0,4.0,239.0,3
2052,Cooke Town,1500.0,3.0,95.0,3
2053,Cooke Town,1710.0,2.0,200.0,2
2054,Cooke Town,1310.0,2.0,111.0,2
2056,Cooke Town,2560.0,4.0,310.0,3
2057,Cooke Town,2600.0,3.0,375.0,3
2058,Cooke Town,1700.0,3.0,120.0,3
2059,Cooke Town,1100.0,2.0,90.0,2
2060,Cooke Town,2300.0,3.0,250.0,3
2061,Cooke Town,1850.0,3.0,110.0,3
2062,Cooke Town,1600.0,3.0,260.0,3
2064,Cox Town,605.0,1.0,29.0,1
2067,Cox Town,1600.0,3.0,150.0,3
2068,Cox Town,1250.0,2.0,95.0,2
2069,Cox Town,1100.0,2.0,166.0,2
2070,Cox Town,1495.0,2.0,300.0,4
2071,Cox Town,1280.0,2.0,120.0,2
2072,Cox Town,1073.0,2.0,72.0,2
2073,Cox Town,1000.0,2.0,58.0,2
2074,Cox Town,1200.0,2.0,140.0,2
2075,Cunningham Road,5270.0,4.0,1250.0,4
2076,Cunningham Road,3875.0,3.0,864.0,3
2077,Cunningham Road,3875.0,3.0,800.0,3
2078,Cunningham Road,3815.0,3.0,763.0,3
2079,Cunningham Road,2880.0,3.0,501.0,3
2080,Cunningham Road,2275.0,3.0,285.0,3
2081,Cunningham Road,3489.0,3.0,662.0,3
2082,Cunningham Road,4170.0,3.0,800.0,3
2083,Cunningham Road,5108.0,5.0,995.0,4
2084,Cunningham Road,2925.0,5.0,936.0,5
2085,Cunningham Road,2700.0,3.0,501.0,3
2086,Cunningham Road,7500.0,6.0,1800.0,4
2087,Cunningham Road,2880.0,3.0,560.0,3
2088,Dasanapura,708.0,2.0,37.0,2
2089,Dasanapura,708.0,1.0,40.0,2
2090,Dasanapura,965.0,2.0,42.5,2
2092,Dasanapura,1500.0,3.0,65.0,2
2093,Dasanapura,708.0,1.0,28.32,1
2094,Dasanapura,814.0,2.0,42.0,2
2095,Dasanapura,1163.0,2.0,65.0,2
2096,Dasanapura,2400.0,5.0,100.0,4
2097,Dasanapura,1286.0,2.0,68.0,3
2098,Dasanapura,708.0,2.0,31.15,2
2099,Dasanapura,814.0,2.0,53.0,2
2100,Dasanapura,966.0,2.0,58.0,2
2101,Dasanapura,708.0,1.0,41.0,1
2102,Dasanapura,814.0,2.0,43.7,2
2103,Dasarahalli,1295.0,2.0,65.0,2
2104,Dasarahalli,1520.0,2.0,75.0,3
2105,Dasarahalli,1300.0,2.0,55.0,2
2106,Dasarahalli,1901.0,3.0,119.0,3
2107,Dasarahalli,1150.0,2.0,70.0,2
2108,Dasarahalli,2400.0,3.0,150.0,7
2109,Dasarahalli,2100.0,3.0,120.0,3
2110,Dasarahalli,1300.0,2.0,50.0,2
2111,Dasarahalli,2400.0,2.0,152.0,3
2112,Dasarahalli,1220.0,2.0,52.0,2
2113,Dasarahalli,1375.0,2.0,60.0,2
2114,Dasarahalli,1950.0,3.0,125.0,3
2115,Dasarahalli,1333.0,2.0,86.65,2
2116,Dasarahalli,1333.0,2.0,78.56,2
2117,Dasarahalli,1220.0,2.0,62.0,2
2118,Dasarahalli,1200.0,2.0,42.0,2
2119,Dasarahalli,1160.0,2.0,49.0,2
2120,Devanahalli,3210.0,2.0,192.0,4
2121,Devanahalli,1260.0,2.0,66.78,2
2122,Devanahalli,1282.0,2.0,68.52,3
2125,Devanahalli,6136.0,4.0,560.0,4
2126,Devanahalli,1408.0,2.0,85.0,2
2127,Devanahalli,1010.0,2.0,51.0,2
2129,Devanahalli,5000.0,5.0,395.0,4
2133,Devanahalli,1174.0,2.0,59.0,2
2134,Devanahalli,1600.0,3.0,180.0,3
2136,Devanahalli,2400.0,5.0,190.0,4
2137,Devanahalli,1200.0,1.0,95.0,1
2138,Devanahalli,5000.0,4.0,465.0,4
2139,Devanahalli,658.0,1.0,34.0,1
2140,Devanahalli,658.0,1.0,26.91,1
2141,Devanahalli,698.5,1.0,28.57,1
2143,Devanahalli,6136.0,4.0,550.0,4
2144,Devanahalli,1200.0,3.0,145.0,3
2145,Devanahalli,1700.0,3.0,88.2,3
2146,Devanahalli,1498.0,3.0,79.15,3
2147,Devanahalli,4920.0,4.0,393.5,4
2148,Devanahalli,1466.0,3.0,77.59,3
2149,Devanahalli,775.0,1.0,39.0,1
2150,Devanahalli,1020.0,2.0,49.87,1
2152,Devanahalli,1550.0,3.0,85.0,3
2155,Devanahalli,2125.0,3.0,107.0,3
2158,Devanahalli,658.0,1.0,26.91,1
2160,Devanahalli,1010.0,2.0,58.0,2
2163,Devanahalli,1075.0,2.0,52.57,1
2165,Devarachikkanahalli,1250.0,2.0,40.0,2
2166,Devarachikkanahalli,1200.0,2.0,83.0,2
2167,Devarachikkanahalli,1170.0,2.0,40.0,2
2168,Devarachikkanahalli,615.0,1.0,24.0,1
2169,Devarachikkanahalli,1230.0,2.0,58.0,2
2170,Devarachikkanahalli,1200.0,3.0,160.0,3
2171,Devarachikkanahalli,1425.0,2.0,65.0,3
